Provincias;Sector económico;Periodo;Total
36 Pontevedra;Agricultura;2022T4;4,7
36 Pontevedra;Agricultura;2022T3;4,7
36 Pontevedra;Agricultura;2022T2;4,7
36 Pontevedra;Agricultura;2022T1;4,6
36 Pontevedra;Agricultura;2021T4;4,7
36 Pontevedra;Agricultura;2021T3;4,9
36 Pontevedra;Agricultura;2021T2;4,6
36 Pontevedra;Agricultura;2021T1;4,9
36 Pontevedra;Agricultura;2020T4;4,9
36 Pontevedra;Agricultura;2020T3;4,9
36 Pontevedra;Agricultura;2020T2;5,2
36 Pontevedra;Agricultura;2020T1;5,1
36 Pontevedra;Agricultura;2019T4;4,9
36 Pontevedra;Agricultura;2019T3;4,9
36 Pontevedra;Agricultura;2019T2;5
36 Pontevedra;Agricultura;2019T1;5,2
36 Pontevedra;Agricultura;2018T4;4,8
36 Pontevedra;Agricultura;2018T3;5,3
36 Pontevedra;Agricultura;2018T2;4,9
36 Pontevedra;Agricultura;2018T1;5,1
36 Pontevedra;Agricultura;2017T4;5,3
36 Pontevedra;Agricultura;2017T3;5,3
36 Pontevedra;Agricultura;2017T2;5,3
36 Pontevedra;Agricultura;2017T1;5,5
36 Pontevedra;Agricultura;2016T4;5,3
36 Pontevedra;Agricultura;2016T3;5,2
36 Pontevedra;Agricultura;2016T2;5
36 Pontevedra;Agricultura;2016T1;5,3
36 Pontevedra;Agricultura;2015T4;5,3
36 Pontevedra;Agricultura;2015T3;4,7
36 Pontevedra;Agricultura;2015T2;4,2
36 Pontevedra;Agricultura;2015T1;4,5
36 Pontevedra;Agricultura;2014T4;4,4
36 Pontevedra;Agricultura;2014T3;4,5
36 Pontevedra;Agricultura;2014T2;4,5
36 Pontevedra;Agricultura;2014T1;4,6
36 Pontevedra;Agricultura;2013T4;4,8
36 Pontevedra;Agricultura;2013T3;4,8
36 Pontevedra;Agricultura;2013T2;5,1
36 Pontevedra;Agricultura;2013T1;4,9
36 Pontevedra;Agricultura;2012T4;5,3
36 Pontevedra;Agricultura;2012T3;5
36 Pontevedra;Agricultura;2012T2;5,2
36 Pontevedra;Agricultura;2012T1;4,8
36 Pontevedra;Agricultura;2011T4;5
36 Pontevedra;Agricultura;2011T3;5,3
36 Pontevedra;Agricultura;2011T2;5
36 Pontevedra;Agricultura;2011T1;5,2
36 Pontevedra;Agricultura;2010T4;5,4
36 Pontevedra;Agricultura;2010T3;5,2
36 Pontevedra;Agricultura;2010T2;5,2
36 Pontevedra;Agricultura;2010T1;5,5
36 Pontevedra;Agricultura;2009T4;6
36 Pontevedra;Agricultura;2009T3;6,2
36 Pontevedra;Agricultura;2009T2;6,3
36 Pontevedra;Agricultura;2009T1;6,7
36 Pontevedra;Agricultura;2008T4;6,6
36 Pontevedra;Agricultura;2008T3;6,5
36 Pontevedra;Agricultura;2008T2;6,1
36 Pontevedra;Agricultura;2008T1;6,2
36 Pontevedra;Industria;2025T3;17,2
36 Pontevedra;Industria;2025T2;19
36 Pontevedra;Industria;2025T1;18,6
36 Pontevedra;Industria;2024T4;17,8
36 Pontevedra;Industria;2024T3;18,4
36 Pontevedra;Industria;2024T2;17,7
36 Pontevedra;Industria;2024T1;18,1
36 Pontevedra;Industria;2023T4;18,1
36 Pontevedra;Industria;2023T3;17
36 Pontevedra;Industria;2023T2;18,1
36 Pontevedra;Industria;2023T1;16,9
36 Pontevedra;Industria;2022T4;17,2
36 Pontevedra;Industria;2022T3;18
36 Pontevedra;Industria;2022T2;17,3
36 Pontevedra;Industria;2022T1;18,3
36 Pontevedra;Industria;2021T4;19,1
36 Pontevedra;Industria;2021T3;18,7
36 Pontevedra;Industria;2021T2;18,9
36 Pontevedra;Industria;2021T1;19
36 Pontevedra;Industria;2020T4;18,6
36 Pontevedra;Industria;2020T3;19,5
36 Pontevedra;Industria;2020T2;20,7
36 Pontevedra;Industria;2020T1;20,8
36 Pontevedra;Industria;2019T4;19,3
36 Pontevedra;Industria;2019T3;18,6
36 Pontevedra;Industria;2019T2;18,4
36 Pontevedra;Industria;2019T1;17,7
36 Pontevedra;Industria;2018T4;17,8
36 Pontevedra;Industria;2018T3;17
36 Pontevedra;Industria;2018T2;16,3
36 Pontevedra;Industria;2018T1;17,5
36 Pontevedra;Industria;2017T4;17,3
36 Pontevedra;Industria;2017T3;17,2
36 Pontevedra;Industria;2017T2;17
36 Pontevedra;Industria;2017T1;17,2
36 Pontevedra;Industria;2016T4;16,9
36 Pontevedra;Industria;2016T3;16,5
36 Pontevedra;Industria;2016T2;16,2
36 Pontevedra;Industria;2016T1;16,9
36 Pontevedra;Industria;2015T4;16,4
36 Pontevedra;Industria;2015T3;16,6
36 Pontevedra;Industria;2015T2;16,2
36 Pontevedra;Industria;2015T1;15,8
36 Pontevedra;Industria;2014T4;16,9
36 Pontevedra;Industria;2014T3;16,4
36 Pontevedra;Industria;2014T2;16,4
36 Pontevedra;Industria;2014T1;16,6
36 Pontevedra;Industria;2013T4;16,7
36 Pontevedra;Industria;2013T3;15,8
36 Pontevedra;Industria;2013T2;15,9
36 Pontevedra;Industria;2013T1;16,4
36 Pontevedra;Industria;2012T4;16,1
36 Pontevedra;Industria;2012T3;16,5
36 Pontevedra;Industria;2012T2;16,5
36 Pontevedra;Industria;2012T1;16,4
36 Pontevedra;Industria;2011T4;16,6
36 Pontevedra;Industria;2011T3;16,8
36 Pontevedra;Industria;2011T2;17,7
36 Pontevedra;Industria;2011T1;18
36 Pontevedra;Industria;2010T4;17,7
36 Pontevedra;Industria;2010T3;18,3
36 Pontevedra;Industria;2010T2;18,6
36 Pontevedra;Industria;2010T1;18,5
36 Pontevedra;Industria;2009T4;18,8
36 Pontevedra;Industria;2009T3;19
36 Pontevedra;Industria;2009T2;20,1
36 Pontevedra;Industria;2009T1;21,1
36 Pontevedra;Industria;2008T4;20
36 Pontevedra;Industria;2008T3;19,9
36 Pontevedra;Industria;2008T2;20
36 Pontevedra;Industria;2008T1;20,8
36 Pontevedra;Construcción;2025T3;4,8
36 Pontevedra;Construcción;2025T2;6,5
36 Pontevedra;Construcción;2025T1;6,3
36 Pontevedra;Construcción;2024T4;6,9
36 Pontevedra;Construcción;2024T3;6,4
36 Pontevedra;Construcción;2024T2;6,2
36 Pontevedra;Construcción;2024T1;6,5
36 Pontevedra;Construcción;2023T4;6,2
36 Pontevedra;Construcción;2023T3;6,4
36 Pontevedra;Construcción;2023T2;5,7
36 Pontevedra;Construcción;2023T1;6,5
36 Pontevedra;Construcción;2022T4;6,2
36 Pontevedra;Construcción;2022T3;5,5
36 Pontevedra;Construcción;2022T2;6,7
36 Pontevedra;Construcción;2022T1;5,8
36 Pontevedra;Construcción;2021T4;5,9
36 Pontevedra;Construcción;2021T3;5,3
36 Pontevedra;Construcción;2021T2;5,8
36 Pontevedra;Construcción;2021T1;6,2
36 Pontevedra;Construcción;2020T4;5,7
36 Pontevedra;Construcción;2020T3;5,5
36 Pontevedra;Construcción;2020T2;6,3
36 Pontevedra;Construcción;2020T1;6,2
36 Pontevedra;Construcción;2019T4;6,2
36 Pontevedra;Construcción;2019T3;6,3
36 Pontevedra;Construcción;2019T2;6
36 Pontevedra;Construcción;2019T1;5,5
36 Pontevedra;Construcción;2018T4;5,6
36 Pontevedra;Construcción;2018T3;5,4
36 Pontevedra;Construcción;2018T2;5,4
36 Pontevedra;Construcción;2018T1;5,2
36 Pontevedra;Construcción;2017T4;5,5
36 Pontevedra;Construcción;2017T3;5,5
36 Pontevedra;Construcción;2017T2;5,8
36 Pontevedra;Construcción;2017T1;5,9
36 Pontevedra;Construcción;2016T4;5,6
36 Pontevedra;Construcción;2016T3;6,2
36 Pontevedra;Construcción;2016T2;6,3
36 Pontevedra;Construcción;2016T1;6,3
36 Pontevedra;Construcción;2015T4;5,9
36 Pontevedra;Construcción;2015T3;5,5
36 Pontevedra;Construcción;2015T2;5,9
36 Pontevedra;Construcción;2015T1;6,4
36 Pontevedra;Construcción;2014T4;5,8
36 Pontevedra;Construcción;2014T3;6,3
36 Pontevedra;Construcción;2014T2;6,5
36 Pontevedra;Construcción;2014T1;6,4
36 Pontevedra;Construcción;2013T4;6,8
36 Pontevedra;Construcción;2013T3;7
36 Pontevedra;Construcción;2013T2;7,5
36 Pontevedra;Construcción;2013T1;7,2
36 Pontevedra;Construcción;2012T4;7,1
36 Pontevedra;Construcción;2012T3;7,2
36 Pontevedra;Construcción;2012T2;7,1
36 Pontevedra;Construcción;2012T1;7,1
36 Pontevedra;Construcción;2011T4;7,2
36 Pontevedra;Construcción;2011T3;7,4
36 Pontevedra;Construcción;2011T2;7,1
36 Pontevedra;Construcción;2011T1;7,2
36 Pontevedra;Construcción;2010T4;7,6
36 Pontevedra;Construcción;2010T3;8,1
36 Pontevedra;Construcción;2010T2;8,5
36 Pontevedra;Construcción;2010T1;9,6
36 Pontevedra;Construcción;2009T4;9,8
36 Pontevedra;Construcción;2009T3;10,1
36 Pontevedra;Construcción;2009T2;10
36 Pontevedra;Construcción;2009T1;9,8
36 Pontevedra;Construcción;2008T4;10
36 Pontevedra;Construcción;2008T3;10,8
36 Pontevedra;Construcción;2008T2;11,6
36 Pontevedra;Construcción;2008T1;11,7
36 Pontevedra;Servicios;2025T3;69,2
36 Pontevedra;Servicios;2025T2;65,4
36 Pontevedra;Servicios;2025T1;66,8
36 Pontevedra;Servicios;2024T4;65,9
36 Pontevedra;Servicios;2024T3;64,8
36 Pontevedra;Servicios;2024T2;65,7
36 Pontevedra;Servicios;2024T1;63,8
36 Pontevedra;Servicios;2023T4;65,3
36 Pontevedra;Servicios;2023T3;65,8
36 Pontevedra;Servicios;2023T2;67
36 Pontevedra;Servicios;2023T1;66,7
36 Pontevedra;Servicios;2022T4;66,3
36 Pontevedra;Servicios;2022T3;65,8
36 Pontevedra;Servicios;2022T2;65
36 Pontevedra;Servicios;2022T1;64,6
36 Pontevedra;Servicios;2021T4;63,4
36 Pontevedra;Servicios;2021T3;64
36 Pontevedra;Servicios;2021T2;62,5
36 Pontevedra;Servicios;2021T1;62,2
36 Pontevedra;Servicios;2020T4;64
36 Pontevedra;Servicios;2020T3;62,9
36 Pontevedra;Servicios;2020T2;62,6
36 Pontevedra;Servicios;2020T1;61,2
36 Pontevedra;Servicios;2019T4;62,5
36 Pontevedra;Servicios;2019T3;63,3
36 Pontevedra;Servicios;2019T2;64
36 Pontevedra;Servicios;2019T1;63,9
36 Pontevedra;Servicios;2018T4;63,7
36 Pontevedra;Servicios;2018T3;64,6
36 Pontevedra;Servicios;2018T2;64,3
36 Pontevedra;Servicios;2018T1;61,6
36 Pontevedra;Servicios;2017T4;61,9
36 Pontevedra;Servicios;2017T3;61,8
36 Pontevedra;Servicios;2017T2;60,5
36 Pontevedra;Servicios;2017T1;60,3
36 Pontevedra;Servicios;2016T4;61
36 Pontevedra;Servicios;2016T3;60,8
36 Pontevedra;Servicios;2016T2;59,9
36 Pontevedra;Servicios;2016T1;59,9
36 Pontevedra;Servicios;2015T4;59,7
36 Pontevedra;Servicios;2015T3;59,3
36 Pontevedra;Servicios;2015T2;58,6
36 Pontevedra;Servicios;2015T1;57,7
36 Pontevedra;Servicios;2014T4;57,6
36 Pontevedra;Servicios;2014T3;57,5
36 Pontevedra;Servicios;2014T2;56,6
36 Pontevedra;Servicios;2014T1;57,1
36 Pontevedra;Servicios;2013T4;56,9
36 Pontevedra;Servicios;2013T3;58,1
36 Pontevedra;Servicios;2013T2;57,2
36 Pontevedra;Servicios;2013T1;57,9
36 Pontevedra;Servicios;2012T4;57,5
36 Pontevedra;Servicios;2012T3;57,5
36 Pontevedra;Servicios;2012T2;57,4
36 Pontevedra;Servicios;2012T1;58,2
36 Pontevedra;Servicios;2011T4;58,4
36 Pontevedra;Servicios;2011T3;59,2
36 Pontevedra;Servicios;2011T2;60
36 Pontevedra;Servicios;2011T1;59,4
36 Pontevedra;Servicios;2010T4;59,8
36 Pontevedra;Servicios;2010T3;59,5
36 Pontevedra;Servicios;2010T2;59,7
36 Pontevedra;Servicios;2010T1;59,2
36 Pontevedra;Servicios;2009T4;59
36 Pontevedra;Servicios;2009T3;58,8
36 Pontevedra;Servicios;2009T2;58,6
36 Pontevedra;Servicios;2009T1;58
36 Pontevedra;Servicios;2008T4;59,5
36 Pontevedra;Servicios;2008T3;59,3
36 Pontevedra;Servicios;2008T2;58,9
36 Pontevedra;Servicios;2008T1;58,7
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;4,5
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;5,1
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;4,3
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;5,5
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;5,2
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;5,7
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;6,6
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;5,7
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;5,9
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;4,6
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;5,3
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;5,7
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;5,9
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;6,3
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;6,6
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;6,9
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;7
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;8,2
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;7,8
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;6,8
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;7,1
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T2;5,2
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T1;6,6
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T4;7,1
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T3;6,8
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T2;6,6
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T1;7,7
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T4;8
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T3;7,6
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T2;9,1
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T1;10,6
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T4;9,9
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T3;10,2
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T2;11,4
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T1;11,1
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T4;11,2
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T3;11,4
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T2;12,6
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T1;11,5
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T4;12,6
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T3;13,8
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T2;15
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T1;15,6
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T4;15,3
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T3;15,3
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T2;16
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T1;15,4
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T4;14,7
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T3;14,3
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T2;14,4
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T1;13,5
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T4;14
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T3;13,9
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T2;13,8
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T1;13,5
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T4;12,8
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T3;11,2
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T2;10,1
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T1;10,1
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T4;9,4
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T3;9
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T2;8
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T1;7,2
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T4;6,4
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T3;5,9
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T2;5,1
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T1;4,4
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T4;4
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T3;3,5
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T2;3,3
36 Pontevedra;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T1;2,7
26 Rioja, La;Agricultura;2025T3;5,7
26 Rioja, La;Agricultura;2025T2;5,8
26 Rioja, La;Agricultura;2025T1;6,8
26 Rioja, La;Agricultura;2024T4;6,9
26 Rioja, La;Agricultura;2024T3;6,9
26 Rioja, La;Agricultura;2024T2;7,9
26 Rioja, La;Agricultura;2024T1;5,9
26 Rioja, La;Agricultura;2023T4;5,7
26 Rioja, La;Agricultura;2023T3;5,5
26 Rioja, La;Agricultura;2023T2;5,1
26 Rioja, La;Agricultura;2023T1;4,9
26 Rioja, La;Agricultura;2022T4;5,5
26 Rioja, La;Agricultura;2022T3;5,6
26 Rioja, La;Agricultura;2022T2;5,1
26 Rioja, La;Agricultura;2022T1;5,8
26 Rioja, La;Agricultura;2021T4;5,7
26 Rioja, La;Agricultura;2021T3;6,8
26 Rioja, La;Agricultura;2021T2;6,5
26 Rioja, La;Agricultura;2021T1;5,5
26 Rioja, La;Agricultura;2020T4;6,6
26 Rioja, La;Agricultura;2020T3;6,2
26 Rioja, La;Agricultura;2020T2;6,5
26 Rioja, La;Agricultura;2020T1;6,7
26 Rioja, La;Agricultura;2019T4;5,9
26 Rioja, La;Agricultura;2019T3;4,9
26 Rioja, La;Agricultura;2019T2;4,4
26 Rioja, La;Agricultura;2019T1;4,8
26 Rioja, La;Agricultura;2018T4;5,2
26 Rioja, La;Agricultura;2018T3;5
26 Rioja, La;Agricultura;2018T2;5,4
26 Rioja, La;Agricultura;2018T1;4,8
26 Rioja, La;Agricultura;2017T4;4,3
26 Rioja, La;Agricultura;2017T3;4,9
26 Rioja, La;Agricultura;2017T2;5
26 Rioja, La;Agricultura;2017T1;5,8
26 Rioja, La;Agricultura;2016T4;6,7
26 Rioja, La;Agricultura;2016T3;5,5
26 Rioja, La;Agricultura;2016T2;7,3
26 Rioja, La;Agricultura;2016T1;6,6
26 Rioja, La;Agricultura;2015T4;7
26 Rioja, La;Agricultura;2015T3;6,2
26 Rioja, La;Agricultura;2015T2;6,4
26 Rioja, La;Agricultura;2015T1;6,2
26 Rioja, La;Agricultura;2014T4;5
26 Rioja, La;Agricultura;2014T3;4,4
26 Rioja, La;Agricultura;2014T2;4,8
26 Rioja, La;Agricultura;2014T1;5,5
26 Rioja, La;Agricultura;2013T4;6,2
26 Rioja, La;Agricultura;2013T3;6,7
26 Rioja, La;Agricultura;2013T2;6,7
26 Rioja, La;Agricultura;2013T1;6,8
26 Rioja, La;Agricultura;2012T4;6,1
26 Rioja, La;Agricultura;2012T3;5,5
26 Rioja, La;Agricultura;2012T2;4
26 Rioja, La;Agricultura;2012T1;5
26 Rioja, La;Agricultura;2011T4;5,3
26 Rioja, La;Agricultura;2011T3;4,6
26 Rioja, La;Agricultura;2011T2;4,4
26 Rioja, La;Agricultura;2011T1;5
26 Rioja, La;Agricultura;2010T4;5,1
26 Rioja, La;Agricultura;2010T3;4
26 Rioja, La;Agricultura;2010T2;4
26 Rioja, La;Agricultura;2010T1;3,8
26 Rioja, La;Agricultura;2009T4;4,3
26 Rioja, La;Agricultura;2009T3;4
26 Rioja, La;Agricultura;2009T2;3,8
26 Rioja, La;Agricultura;2009T1;3,7
26 Rioja, La;Agricultura;2008T4;3,6
26 Rioja, La;Agricultura;2008T3;4,1
26 Rioja, La;Agricultura;2008T2;4,4
26 Rioja, La;Agricultura;2008T1;4,3
26 Rioja, La;Industria;2025T3;26
26 Rioja, La;Industria;2025T2;27,5
26 Rioja, La;Industria;2025T1;26,1
26 Rioja, La;Industria;2024T4;25,5
26 Rioja, La;Industria;2024T3;26,4
26 Rioja, La;Industria;2024T2;25,5
26 Rioja, La;Industria;2024T1;24,7
26 Rioja, La;Industria;2023T4;26,7
26 Rioja, La;Industria;2023T3;26,1
26 Rioja, La;Industria;2023T2;26,8
26 Rioja, La;Industria;2023T1;27,2
26 Rioja, La;Industria;2022T4;27
26 Rioja, La;Industria;2022T3;27,8
26 Rioja, La;Industria;2022T2;27,3
26 Rioja, La;Industria;2022T1;27
26 Rioja, La;Industria;2021T4;26,3
26 Rioja, La;Industria;2021T3;25,2
26 Rioja, La;Industria;2021T2;25,5
26 Rioja, La;Industria;2021T1;25,1
26 Rioja, La;Industria;2020T4;24,7
26 Rioja, La;Industria;2020T3;23,4
26 Rioja, La;Industria;2020T2;22,9
26 Rioja, La;Industria;2020T1;22,6
26 Rioja, La;Industria;2019T4;23,6
26 Rioja, La;Industria;2019T3;24,9
26 Rioja, La;Industria;2019T2;22,9
26 Rioja, La;Industria;2019T1;23,2
26 Rioja, La;Industria;2018T4;24
26 Rioja, La;Industria;2018T3;25,8
26 Rioja, La;Industria;2018T2;24,3
26 Rioja, La;Industria;2018T1;22,8
26 Rioja, La;Industria;2017T4;23,5
26 Rioja, La;Industria;2017T3;21,1
26 Rioja, La;Industria;2017T2;22,2
26 Rioja, La;Industria;2017T1;23
26 Rioja, La;Industria;2016T4;22,7
26 Rioja, La;Industria;2016T3;24,1
26 Rioja, La;Industria;2016T2;23
26 Rioja, La;Industria;2016T1;23,3
26 Rioja, La;Industria;2015T4;23,5
26 Rioja, La;Industria;2015T3;23,9
26 Rioja, La;Industria;2015T2;24,1
26 Rioja, La;Industria;2015T1;23
26 Rioja, La;Industria;2014T4;22,7
26 Rioja, La;Industria;2014T3;22,4
26 Rioja, La;Industria;2014T2;22,9
26 Rioja, La;Industria;2014T1;22,4
26 Rioja, La;Industria;2013T4;23,1
26 Rioja, La;Industria;2013T3;23,4
26 Rioja, La;Industria;2013T2;24,3
26 Rioja, La;Industria;2013T1;23,5
26 Rioja, La;Industria;2012T4;21,8
26 Rioja, La;Industria;2012T3;21,6
26 Rioja, La;Industria;2012T2;20,9
26 Rioja, La;Industria;2012T1;21,3
26 Rioja, La;Industria;2011T4;20,1
26 Rioja, La;Industria;2011T3;20,7
26 Rioja, La;Industria;2011T2;22,4
26 Rioja, La;Industria;2011T1;23,8
26 Rioja, La;Industria;2010T4;23,4
26 Rioja, La;Industria;2010T3;23,8
26 Rioja, La;Industria;2010T2;24
26 Rioja, La;Industria;2010T1;22,2
26 Rioja, La;Industria;2009T4;21,5
26 Rioja, La;Industria;2009T3;23,9
26 Rioja, La;Industria;2009T2;24,3
26 Rioja, La;Industria;2009T1;25,1
26 Rioja, La;Industria;2008T4;24,9
26 Rioja, La;Industria;2008T3;26,3
26 Rioja, La;Industria;2008T2;24,5
26 Rioja, La;Industria;2008T1;24,5
26 Rioja, La;Construcción;2025T3;6,6
26 Rioja, La;Construcción;2025T2;5,8
26 Rioja, La;Construcción;2025T1;5,3
26 Rioja, La;Construcción;2024T4;5,3
26 Rioja, La;Construcción;2024T3;5
26 Rioja, La;Construcción;2024T2;5,7
26 Rioja, La;Construcción;2024T1;7,1
26 Rioja, La;Construcción;2023T4;7,4
26 Rioja, La;Construcción;2023T3;7,1
26 Rioja, La;Construcción;2023T2;8,5
26 Rioja, La;Construcción;2023T1;7,8
26 Rioja, La;Construcción;2022T4;7,7
26 Rioja, La;Construcción;2022T3;7,2
26 Rioja, La;Construcción;2022T2;6,6
26 Rioja, La;Construcción;2022T1;6,2
26 Rioja, La;Construcción;2021T4;4,8
26 Rioja, La;Construcción;2021T3;5
26 Rioja, La;Construcción;2021T2;4,6
26 Rioja, La;Construcción;2021T1;5,5
26 Rioja, La;Construcción;2020T4;4,9
26 Rioja, La;Construcción;2020T3;5,3
26 Rioja, La;Construcción;2020T2;5,5
26 Rioja, La;Construcción;2020T1;5,1
26 Rioja, La;Construcción;2019T4;5,4
26 Rioja, La;Construcción;2019T3;6,1
26 Rioja, La;Construcción;2019T2;6
26 Rioja, La;Construcción;2019T1;6
26 Rioja, La;Construcción;2018T4;5,6
26 Rioja, La;Construcción;2018T3;4,9
26 Rioja, La;Construcción;2018T2;4,9
26 Rioja, La;Construcción;2018T1;4,9
26 Rioja, La;Construcción;2017T4;5,4
26 Rioja, La;Construcción;2017T3;4,5
26 Rioja, La;Construcción;2017T2;4,3
26 Rioja, La;Construcción;2017T1;3,8
26 Rioja, La;Construcción;2016T4;4,5
26 Rioja, La;Construcción;2016T3;4,7
26 Rioja, La;Construcción;2016T2;3,8
26 Rioja, La;Construcción;2016T1;4,4
26 Rioja, La;Construcción;2015T4;5,2
26 Rioja, La;Construcción;2015T3;6,1
26 Rioja, La;Construcción;2015T2;5,4
26 Rioja, La;Construcción;2015T1;6,1
26 Rioja, La;Construcción;2014T4;6,4
26 Rioja, La;Construcción;2014T3;6,4
26 Rioja, La;Construcción;2014T2;5,4
26 Rioja, La;Construcción;2014T1;5,4
