municipality_number,municipality_name,year,number_of_households,average_household_size,number_of_dwellings,average_rent_price
50198,Oseja,2015,21.0,2.88,23.0,1199.0
50199,Osera de Ebro,2015,165.0,2.47,178.0,1018.0
22167,Osso de Cinca,2015,290.0,2.57,314.0,1041.0
22168,Palo,2015,8.0,2.87,9.0,497.0
44176,Palomar de Arroyos,2015,69.0,2.62,75.0,457.0
44177,Pancrudo,2015,38.0,2.98,41.0,1171.0
50200,Paniza,2015,233.0,2.97,252.0,437.0
22170,Panticosa,2015,351.0,2.17,380.0,763.0
50201,Paracuellos de Jiloca,2015,205.0,2.88,222.0,708.0
50202,Paracuellos de la Ribera,2015,65.0,2.59,70.0,361.0
44178,Parras de Castellote (Las),2015,19.0,3.03,21.0,774.0
50203,Pastriz,2015,492.0,2.6,532.0,1212.0
50204,Pedrola,2015,1160.0,3.07,1255.0,726.0
50205,Pedrosas (Las),2015,38.0,2.81,41.0,976.0
22172,Peñalba,2015,292.0,2.38,316.0,998.0
44179,Peñarroya de Tastavins,2015,179.0,2.66,194.0,690.0
22173,Peñas de Riglos (Las),2015,86.0,3.08,93.0,662.0
44180,Peracense,2015,25.0,2.9,27.0,358.0
44181,Peralejos,2015,38.0,2.24,41.0,1193.0
44182,Perales del Alfambra,2015,85.0,2.8,92.0,472.0
22174,Peralta de Alcofea,2015,244.0,2.47,264.0,659.0
22175,Peralta de Calasanz,2015,107.0,2.17,116.0,842.0
22176,Peraltilla,2015,80.0,2.52,87.0,1004.0
22177,Perarrúa,2015,46.0,2.39,50.0,447.0
50206,Perdiguera,2015,205.0,2.91,222.0,828.0
22178,Pertusa,2015,51.0,2.45,55.0,719.0
50207,Piedratajada,2015,39.0,2.89,42.0,702.0
50208,Pina de Ebro,2015,1179.0,2.15,1275.0,1015.0
50209,Pinseque,2015,1478.0,2.44,1599.0,1128.0
50210,Pintanos (Los),2015,18.0,2.44,19.0,323.0
22181,Piracés,2015,46.0,2.35,50.0,953.0
44183,Pitarque,2015,41.0,2.22,44.0,596.0
22182,Plan,2015,131.0,2.32,142.0,1186.0
50211,Plasencia de Jalón,2015,128.0,2.67,138.0,849.0
50212,Pleitas,2015,19.0,2.42,21.0,790.0
50213,Plenas,2015,43.0,2.57,47.0,834.0
44184,Plou,2015,21.0,2.46,23.0,1121.0
44185,Pobo (El),2015,48.0,2.94,52.0,1051.0
22184,Poleñino,2015,72.0,3.01,78.0,612.0
50214,Pomer,2015,12.0,2.57,13.0,1066.0
44187,Portellada (La),2015,98.0,2.46,106.0,701.0
22186,Pozán de Vero,2015,97.0,2.27,105.0,504.0
44189,Pozondón,2015,21.0,3.02,23.0,831.0
50215,Pozuel de Ariza,2015,11.0,2.18,12.0,1218.0
44190,Pozuel del Campo,2015,30.0,2.44,32.0,1207.0
50216,Pozuelo de Aragón,2015,119.0,2.43,129.0,322.0
50217,Pradilla de Ebro,2015,229.0,2.45,248.0,771.0
50218,Puebla de Albortón,2015,54.0,2.29,58.0,1017.0
50219,Puebla de Alfindén (La),2015,2072.0,2.87,2241.0,327.0
22187,Puebla de Castro (La),2015,169.0,2.27,183.0,509.0
44191,Puebla de Híjar (La),2015,346.0,2.74,374.0,1198.0
44192,Puebla de Valverde (La),2015,220.0,2.27,238.0,1022.0
50220,Puendeluna,2015,23.0,2.19,25.0,665.0
22188,Puente de Montañana,2015,36.0,2.99,39.0,694.0
22902,Puente la Reina de Jaca,2015,113.0,2.32,122.0,1040.0
22189,Puértolas,2015,71.0,2.9,77.0,1132.0
44193,Puertomingalvo,2015,45.0,2.67,49.0,537.0
22190,Pueyo de Araguás (El),2015,67.0,2.23,72.0,399.0
22193,Pueyo de Santa Cruz,2015,108.0,3.04,117.0,1184.0
50221,Purujosa,2015,15.0,2.42,16.0,987.0
22195,Quicena,2015,97.0,2.96,105.0,1026.0
50222,Quinto,2015,874.0,2.31,945.0,508.0
44194,Ráfales,2015,45.0,2.96,49.0,1140.0
50223,Remolinos,2015,527.0,2.17,570.0,717.0
50224,Retascón,2015,30.0,2.67,32.0,517.0
50225,Ricla,2015,1092.0,2.86,1181.0,1235.0
44195,Rillo,2015,32.0,3.05,35.0,755.0
44196,Riodeva,2015,55.0,2.99,59.0,1026.0
22197,Robres,2015,201.0,2.91,217.0,985.0
44197,Ródenas,2015,22.0,2.98,24.0,868.0
50227,Romanos,2015,47.0,2.34,51.0,1183.0
44198,Royuela,2015,91.0,2.42,98.0,853.0
44199,Rubiales,2015,22.0,2.39,24.0,549.0
44200,Rubielos de la Cérida,2015,16.0,2.53,17.0,513.0
44201,Rubielos de Mora,2015,263.0,2.51,284.0,986.0
50228,Rueda de Jalón,2015,125.0,2.66,135.0,746.0
50229,Ruesca,2015,32.0,2.3,35.0,1233.0
50241,Sabiñán,2015,266.0,2.79,288.0,751.0
22199,Sabiñánigo,2015,4155.0,2.31,4495.0,330.0
50230,Sádaba,2015,575.0,2.44,622.0,562.0
22200,Sahún,2015,117.0,2.63,127.0,606.0
22201,Salas Altas,2015,109.0,2.88,118.0,429.0
22202,Salas Bajas,2015,59.0,2.83,64.0,756.0
44203,Salcedillo,2015,5.0,2.82,5.0,508.0
44204,Saldón,2015,12.0,2.33,13.0,590.0
22203,Salillas,2015,38.0,2.68,41.0,1116.0
50231,Salillas de Jalón,2015,145.0,2.24,157.0,384.0
22204,Sallent de Gállego,2015,576.0,2.5,623.0,1125.0
50232,Salvatierra de Esca,2015,85.0,2.53,92.0,355.0
44205,Samper de Calanda,2015,388.0,2.2,420.0,1067.0
50233,Samper del Salz,2015,51.0,2.41,55.0,1073.0
44206,San Agustín,2015,47.0,3.02,51.0,690.0
22205,San Esteban de Litera,2015,164.0,3.03,177.0,1190.0
22207,San Juan de Plan,2015,59.0,2.49,64.0,396.0
50234,San Martín de la Virgen de Moncayo,2015,127.0,2.2,137.0,1182.0
44207,San Martín del Río,2015,75.0,2.31,81.0,837.0
50235,San Mateo de Gállego,2015,1216.0,2.51,1315.0,664.0
22903,San Miguel del Cinca,2015,282.0,3.04,305.0,658.0
22206,Sangarrén,2015,103.0,2.29,111.0,674.0
22208,Santa Cilia,2015,73.0,2.85,79.0,1137.0
50236,Santa Cruz de Grío,2015,59.0,2.28,64.0,906.0
22209,Santa Cruz de la Serós,2015,61.0,3.05,66.0,717.0
50237,Santa Cruz de Moncayo,2015,54.0,2.5,58.0,786.0
44208,Santa Cruz de Nogueras,2015,14.0,2.8,15.0,382.0
44209,Santa Eulalia,2015,438.0,2.47,474.0,547.0
50238,Santa Eulalia de Gállego,2015,41.0,2.71,44.0,523.0
22906,Santa María de Dulcis,2015,95.0,2.33,103.0,650.0
22212,Santaliestra y San Quílez,2015,46.0,2.27,50.0,497.0
50239,Santed,2015,22.0,2.99,24.0,1030.0
22213,Sariñena,2015,1403.0,3.01,1518.0,360.0
44210,Sarrión,2015,392.0,2.98,424.0,1087.0
50240,Sástago,2015,446.0,2.73,482.0,1052.0
22214,Secastilla,2015,50.0,2.88,54.0,1124.0
50242,Sediles,2015,47.0,2.22,51.0,417.0
44211,Segura de los Baños,2015,16.0,2.44,17.0,695.0
22215,Seira,2015,60.0,2.43,65.0,1210.0
22217,Sena,2015,188.0,2.74,203.0,804.0
22218,Senés de Alcubierre,2015,20.0,2.43,22.0,412.0
44212,Seno,2015,19.0,2.26,21.0,1107.0
22220,Sesa,2015,70.0,2.73,76.0,657.0
50243,Sestrica,2015,138.0,2.91,149.0,1081.0
22221,Sesué,2015,47.0,2.52,51.0,1133.0
50244,Sierra de Luna,2015,117.0,2.29,127.0,1148.0
22222,Siétamo,2015,287.0,2.34,310.0,374.0
50245,Sigüés,2015,43.0,2.38,47.0,568.0
44213,Singra,2015,33.0,2.41,36.0,327.0
50246,Sisamón,2015,13.0,2.82,14.0,1225.0
50247,Sobradiel,2015,397.0,2.71,429.0,802.0
22223,Sopeira,2015,35.0,2.81,38.0,636.0
50248,Sos del Rey Católico,2015,247.0,2.49,267.0,1030.0
22904,Sotonera (La),2015,340.0,2.91,368.0,1055.0
50249,Tabuenca,2015,150.0,2.35,162.0,768.0
50250,Talamantes,2015,22.0,2.63,24.0,635.0
22225,Tamarite de Litera,2015,1224.0,2.89,1324.0,397.0
50251,Tarazona,2015,4638.0,2.32,5017.0,891.0
22226,Tardienta,2015,436.0,2.26,472.0,1162.0
50252,Tauste,2015,2329.0,2.98,2519.0,523.0
22227,Tella-Sin,2015,101.0,2.47,109.0,973.0
50253,Terrer,2015,186.0,2.79,201.0,760.0
44215,Terriente,2015,81.0,2.19,88.0,1057.0
44216,Teruel,2015,12756.0,2.79,13799.0,798.0
50254,Tierga,2015,82.0,2.44,89.0,508.0
22228,Tierz,2015,336.0,2.21,363.0,497.0
50255,Tobed,2015,89.0,2.72,96.0,942.0
22229,Tolva,2015,57.0,2.39,62.0,367.0
44217,Toril y Masegoso,2015,12.0,2.46,13.0,658.0
22230,Torla-Ordesa,2015,137.0,2.23,148.0,848.0
44218,Tormón,2015,15.0,2.33,16.0,1222.0
44219,Tornos,2015,97.0,2.42,105.0,988.0
22232,Torralba de Aragón,2015,51.0,2.24,55.0,667.0
50256,Torralba de los Frailes,2015,28.0,3.04,30.0,1124.0
44220,Torralba de los Sisones,2015,73.0,2.15,79.0,879.0
50257,Torralba de Ribota,2015,71.0,2.62,77.0,504.0
50258,Torralbilla,2015,28.0,2.25,30.0,885.0
44223,Torre de Arcas,2015,33.0,2.44,36.0,686.0
44224,Torre de las Arcas,2015,10.0,2.85,11.0,1170.0
44225,Torre del Compte,2015,59.0,2.32,64.0,1196.0
22233,Torre la Ribera,2015,34.0,3.05,37.0,635.0
44227,Torre los Negros,2015,38.0,2.34,41.0,1058.0
44221,Torrecilla de Alcañiz,2015,143.0,2.85,155.0,1064.0
44222,Torrecilla del Rebollar,2015,54.0,2.67,58.0,510.0
50259,Torrehermosa,2015,24.0,2.93,26.0,555.0
44226,Torrelacárcel,2015,69.0,2.65,75.0,1169.0
50260,Torrelapaja,2015,14.0,2.57,15.0,977.0
50261,Torrellas,2015,115.0,2.33,124.0,1233.0
44228,Torremocha de Jiloca,2015,48.0,2.31,52.0,591.0
22234,Torrente de Cinca,2015,396.0,3.0,428.0,550.0
44229,Torres de Albarracín,2015,73.0,2.47,79.0,799.0
22235,Torres de Alcanadre,2015,42.0,2.52,45.0,1053.0
22236,Torres de Barbués,2015,99.0,2.86,107.0,898.0
50262,Torres de Berrellén,2015,606.0,2.46,656.0,1191.0
44230,Torrevelilla,2015,66.0,3.03,71.0,643.0
44231,Torrijas,2015,16.0,2.78,17.0,936.0
50263,Torrijo de la Cañada,2015,90.0,2.72,97.0,966.0
44232,Torrijo del Campo,2015,165.0,2.96,178.0,904.0
50264,Tosos,2015,93.0,2.21,101.0,410.0
44234,Tramacastiel,2015,32.0,2.37,35.0,842.0
44235,Tramacastilla,2015,42.0,2.57,45.0,643.0
22239,Tramaced,2015,46.0,2.39,50.0,719.0
50265,Trasmoz,2015,28.0,2.8,30.0,555.0
50266,Trasobares,2015,43.0,3.01,47.0,853.0
44236,Tronchón,2015,26.0,2.57,28.0,412.0
50267,Uncastillo,2015,277.0,2.47,300.0,581.0
50268,Undués de Lerda,2015,20.0,3.03,22.0,396.0
44237,Urrea de Gaén,2015,190.0,2.57,206.0,538.0
50269,Urrea de Jalón,2015,152.0,2.61,164.0,1184.0
50270,Urriés,2015,15.0,2.51,16.0,560.0
50271,Used,2015,96.0,2.99,104.0,598.0
50272,Utebo,2015,6877.0,2.68,7439.0,364.0
44238,Utrillas,2015,1087.0,2.86,1176.0,914.0
50274,Val de San Martín,2015,24.0,2.88,26.0,959.0
44239,Valacloche,2015,11.0,2.46,12.0,1218.0
44240,Valbona,2015,76.0,2.55,82.0,872.0
44241,Valdealgorfa,2015,227.0,2.93,246.0,1134.0
44243,Valdecuenca,2015,16.0,2.48,17.0,728.0
50273,Valdehorna,2015,10.0,2.98,11.0,355.0
44244,Valdelinares,2015,28.0,3.01,30.0,974.0
44245,Valdeltormo,2015,114.0,2.73,123.0,737.0
44246,Valderrobres,2015,825.0,2.84,892.0,669.0
22242,Valfarta,2015,25.0,2.9,27.0,1218.0
44247,Valjunquera,2015,123.0,2.92,133.0,898.0
22243,Valle de Bardají,2015,15.0,2.52,16.0,1045.0
22901,Valle de Hecho,2015,398.0,2.21,431.0,1081.0
22244,Valle de Lierp,2015,22.0,2.48,24.0,632.0
44249,Vallecillo (El),2015,21.0,2.86,23.0,1192.0
50275,Valmadrid,2015,50.0,2.58,54.0,529.0
50276,Valpalmas,2015,50.0,2.83,54.0,643.0
50277,Valtorres,2015,27.0,2.48,29.0,1078.0
44250,Veguillas de la Sierra,2015,8.0,2.69,9.0,1045.0
22245,Velilla de Cinca,2015,190.0,2.33,206.0,992.0
50278,Velilla de Ebro,2015,88.0,2.85,95.0,1119.0
50279,Velilla de Jiloca,2015,45.0,2.69,49.0,710.0
22909,Vencillón,2015,176.0,2.34,190.0,631.0
50280,Vera de Moncayo,2015,160.0,2.42,173.0,664.0
22247,Viacamp y Litera,2015,15.0,2.8,16.0,359.0
22248,Vicién,2015,48.0,2.61,52.0,768.0
50281,Vierlas,2015,41.0,2.37,44.0,493.0
50283,Villadoz,2015,29.0,3.08,31.0,1028.0
50284,Villafeliche,2015,70.0,2.79,76.0,461.0
50285,Villafranca de Ebro,2015,274.0,3.05,296.0,515.0
44251,Villafranca del Campo,2015,118.0,2.54,128.0,1008.0
44252,Villahermosa del Campo,2015,40.0,2.58,43.0,1008.0
50286,Villalba de Perejil,2015,32.0,3.02,35.0,413.0
50287,Villalengua,2015,131.0,2.65,142.0,604.0
50903,Villamayor de Gállego,2015,994.0,2.81,1075.0,594.0
22249,Villanova,2015,65.0,2.4,70.0,1200.0
22250,Villanúa,2015,169.0,2.57,183.0,559.0
50288,Villanueva de Gállego,2015,2033.0,2.27,2199.0,496.0
50290,Villanueva de Huerva,2015,209.0,2.35,226.0,1128.0
50289,Villanueva de Jiloca,2015,26.0,2.17,28.0,972.0
22251,Villanueva de Sigena,2015,201.0,2.2,217.0,607.0
44256,Villanueva del Rebollar de la Sierra,2015,17.0,3.08,18.0,1231.0
50291,Villar de los Navarros,2015,47.0,2.38,51.0,401.0
44257,Villar del Cobo,2015,68.0,2.79,74.0,988.0
44258,Villar del Salz,2015,25.0,2.94,27.0,940.0
44260,Villarluengo,2015,71.0,2.67,77.0,981.0
44261,Villarquemado,2015,378.0,2.3,409.0,643.0
50292,Villarreal de Huerva,2015,88.0,2.82,95.0,937.0
50293,Villarroya de la Sierra,2015,186.0,2.7,201.0,507.0
44262,Villarroya de los Pinares,2015,57.0,2.85,62.0,959.0
50294,Villarroya del Campo,2015,28.0,2.85,30.0,516.0
44263,Villastar,2015,172.0,3.06,186.0,470.0
44264,Villel,2015,127.0,2.69,137.0,936.0
50282,Vilueña (La),2015,44.0,2.51,48.0,700.0
44265,Vinaceite,2015,95.0,2.76,103.0,858.0
44266,Visiedo,2015,59.0,2.24,64.0,1217.0
50295,Vistabella,2015,16.0,2.9,17.0,969.0
44267,Vivel del Río Martín,2015,37.0,2.27,40.0,445.0
22252,Yebra de Basa,2015,57.0,2.47,62.0,535.0
22253,Yésero,2015,20.0,2.93,22.0,515.0
50296,Zaida (La),2015,175.0,2.7,189.0,749.0
22254,Zaidín,2015,738.0,2.51,798.0,563.0
50297,Zaragoza,2015,255751.0,2.6,276656.0,758.0
44268,Zoma (La),2015,6.0,2.89,6.0,934.0
50298,Zuera,2015,3166.0,2.47,3425.0,1001.0
44001,Ababuj,2016,29.0,2.58,31.0,949.0
50001,Abanto,2016,40.0,2.68,43.0,504.0
44002,Abejuela,2016,21.0,2.65,23.0,429.0
22001,Abiego,2016,98.0,2.51,106.0,759.0
22002,Abizanda,2016,58.0,2.43,63.0,1181.0
50002,Acered,2016,98.0,2.27,106.0,1190.0
22003,Adahuesca,2016,67.0,2.49,73.0,839.0
50003,Agón,2016,67.0,2.3,73.0,1016.0
50004,Aguarón,2016,243.0,2.82,264.0,548.0
44003,Aguatón,2016,8.0,2.48,9.0,522.0
44004,Aguaviva,2016,250.0,2.2,271.0,485.0
22004,Agüero,2016,53.0,2.68,57.0,324.0
44005,Aguilar del Alfambra,2016,24.0,2.68,26.0,925.0
50005,Aguilón,2016,84.0,2.95,91.0,768.0
22907,Aínsa-Sobrarbe,2016,811.0,2.68,880.0,392.0
50006,Ainzón,2016,462.0,2.46,501.0,359.0
22006,Aisa,2016,120.0,2.88,130.0,1071.0
44006,Alacón,2016,106.0,2.64,115.0,1224.0
50007,Aladrén,2016,22.0,2.2,24.0,936.0
50008,Alagón,2016,2639.0,2.67,2863.0,664.0
50009,Alarba,2016,46.0,3.01,50.0,1190.0
44007,Alba,2016,78.0,2.5,85.0,1222.0
22007,Albalate de Cinca,2016,474.0,2.42,514.0,512.0
44008,Albalate del Arzobispo,2016,879.0,2.28,954.0,1222.0
22008,Albalatillo,2016,86.0,2.29,93.0,545.0
44009,Albarracín,2016,415.0,2.54,450.0,528.0
22009,Albelda,2016,272.0,2.7,295.0,1262.0
44010,Albentosa,2016,120.0,2.23,130.0,559.0
50010,Alberite de San Juan,2016,26.0,3.02,28.0,426.0
22011,Albero Alto,2016,40.0,2.87,43.0,907.0
22012,Albero Bajo,2016,51.0,2.69,55.0,549.0
22013,Alberuela de Tubo,2016,108.0,2.92,117.0,1170.0
50011,Albeta,2016,63.0,2.2,68.0,357.0
50012,Alborge,2016,43.0,2.57,47.0,1093.0
44011,Alcaine,2016,25.0,2.77,27.0,788.0
50013,Alcalá de Ebro,2016,90.0,2.91,98.0,1116.0
22014,Alcalá de Gurrea,2016,93.0,2.86,101.0,503.0
44012,Alcalá de la Selva,2016,166.0,2.4,180.0,989.0
50014,Alcalá de Moncayo,2016,58.0,3.0,63.0,449.0
22015,Alcalá del Obispo,2016,150.0,2.27,163.0,710.0
22016,Alcampell,2016,230.0,2.95,250.0,455.0
44013,Alcañiz,2016,5295.0,3.03,5744.0,638.0
22017,Alcolea de Cinca,2016,501.0,2.31,543.0,726.0
50015,Alconchel de Ariza,2016,27.0,2.78,29.0,1015.0
44014,Alcorisa,2016,1519.0,2.19,1648.0,882.0
22018,Alcubierre,2016,153.0,2.51,166.0,1065.0
50016,Aldehuela de Liestos,2016,20.0,2.66,22.0,753.0
22019,Alerre,2016,76.0,2.69,82.0,796.0
50017,Alfajarín,2016,766.0,3.0,831.0,495.0
44016,Alfambra,2016,205.0,2.77,222.0,650.0
50018,Alfamén,2016,568.0,2.58,616.0,1230.0
22020,Alfántega,2016,45.0,2.89,49.0,1084.0
50019,Alforque,2016,19.0,3.01,21.0,539.0
50020,Alhama de Aragón,2016,476.0,2.17,516.0,1026.0
44017,Aliaga,2016,115.0,3.03,125.0,553.0
44021,Allepuz,2016,58.0,2.22,63.0,343.0
44022,Alloza,2016,208.0,2.89,226.0,861.0
44023,Allueva,2016,12.0,2.49,13.0,768.0
50021,Almochuel,2016,14.0,2.23,15.0,1114.0
44018,Almohaja,2016,8.0,2.38,9.0,810.0
50022,Almolda (La),2016,212.0,2.74,230.0,1072.0
50023,Almonacid de la Cuba,2016,105.0,2.49,114.0,1080.0
50024,Almonacid de la Sierra,2016,320.0,2.2,347.0,869.0
22021,Almudévar,2016,916.0,2.7,994.0,687.0
50025,Almunia de Doña Godina (La),2016,2590.0,2.97,2810.0,705.0
22022,Almunia de San Juan,2016,270.0,2.49,293.0,927.0
22023,Almuniente,2016,214.0,2.34,232.0,458.0
44019,Alobras,2016,25.0,2.55,27.0,327.0
50026,Alpartir,2016,250.0,2.19,271.0,651.0
44020,Alpeñés,2016,8.0,2.92,9.0,518.0
22024,Alquézar,2016,103.0,2.9,112.0,776.0
22025,Altorricón,2016,545.0,2.69,591.0,859.0
50027,Ambel,2016,104.0,2.47,113.0,510.0
44024,Anadón,2016,9.0,2.97,10.0,1206.0
44025,Andorra,2016,2961.0,2.66,3212.0,1073.0
50028,Anento,2016,35.0,2.9,38.0,971.0
22027,Angüés,2016,143.0,2.72,155.0,815.0
50029,Aniñón,2016,258.0,2.87,280.0,925.0
22028,Ansó,2016,152.0,2.71,165.0,1102.0
22029,Antillón,2016,61.0,2.54,66.0,570.0
50030,Añón de Moncayo,2016,65.0,3.03,71.0,1067.0
22032,Aragüés del Puerto,2016,44.0,2.64,48.0,799.0
50031,Aranda de Moncayo,2016,69.0,2.7,75.0,1148.0
50032,Arándiga,2016,135.0,2.35,146.0,1074.0
44026,Arcos de las Salinas,2016,39.0,2.73,42.0,1170.0
50033,Ardisa,2016,27.0,2.68,29.0,915.0
22035,Arén,2016,138.0,2.32,150.0,375.0
44027,Arens de Lledó,2016,96.0,2.2,104.0,320.0
22036,Argavieso,2016,37.0,2.71,40.0,890.0
44028,Argente,2016,72.0,2.86,78.0,598.0
22037,Arguis,2016,47.0,2.61,51.0,825.0
44029,Ariño,2016,314.0,2.35,341.0,1060.0
50034,Ariza,2016,413.0,2.76,448.0,771.0
50035,Artieda,2016,36.0,2.22,39.0,1240.0
50036,Asín,2016,42.0,2.54,46.0,499.0
50037,Atea,2016,57.0,2.31,62.0,912.0
50038,Ateca,2016,800.0,2.32,868.0,1041.0
22039,Ayerbe,2016,472.0,2.33,512.0,679.0
44031,Azaila,2016,43.0,2.49,47.0,798.0
22040,Azanuy-Alins,2016,76.0,2.21,82.0,835.0
22041,Azara,2016,75.0,2.5,81.0,1003.0
22042,Azlor,2016,52.0,2.61,56.0,420.0
50039,Azuara,2016,223.0,2.58,242.0,881.0
44032,Bádenas,2016,7.0,2.63,8.0,991.0
50040,Badules,2016,30.0,2.98,33.0,410.0
22043,Baélls,2016,46.0,2.29,50.0,761.0
44033,Báguena,2016,121.0,2.61,131.0,356.0
50041,Bagüés,2016,5.0,2.34,5.0,1057.0
22044,Bailo,2016,130.0,2.21,141.0,1201.0
50042,Balconchán,2016,5.0,2.77,5.0,1181.0
22045,Baldellou,2016,34.0,2.69,37.0,1077.0
22046,Ballobar,2016,280.0,2.95,304.0,720.0
22047,Banastás,2016,112.0,2.66,121.0,798.0
44034,Bañón,2016,52.0,3.04,56.0,776.0
22048,Barbastro,2016,7745.0,2.19,8402.0,802.0
50043,Bárboles,2016,146.0,2.23,158.0,329.0
22049,Barbués,2016,38.0,2.17,41.0,534.0
22050,Barbuñales,2016,41.0,2.32,44.0,1138.0
22051,Bárcabo,2016,43.0,2.65,47.0,1001.0
50044,Bardallur,2016,100.0,2.73,108.0,951.0
44035,Barrachina,2016,59.0,2.18,64.0,419.0
44036,Bea,2016,12.0,2.88,13.0,673.0
44037,Beceite,2016,192.0,2.92,208.0,670.0
50045,Belchite,2016,644.0,2.42,699.0,1197.0
44039,Bello,2016,110.0,2.22,119.0,583.0
50046,Belmonte de Gracián,2016,91.0,2.31,99.0,1219.0
44038,Belmonte de San José,2016,53.0,2.25,57.0,475.0
22052,Belver de Cinca,2016,573.0,2.26,622.0,1187.0
22053,Benabarre,2016,422.0,2.63,458.0,599.0
22054,Benasque,2016,864.0,2.37,937.0,549.0
22246,Beranuy,2016,36.0,2.44,39.0,321.0
22055,Berbegal,2016,119.0,3.06,129.0,359.0
50047,Berdejo,2016,19.0,2.73,21.0,460.0
44040,Berge,2016,82.0,3.02,89.0,474.0
50048,Berrueco,2016,16.0,2.24,17.0,1240.0
44041,Bezas,2016,26.0,2.47,28.0,1218.0
50901,Biel,2016,54.0,2.65,59.0,725.0
22057,Bielsa,2016,218.0,2.22,236.0,564.0
22058,Bierge,2016,117.0,2.15,127.0,764.0
22059,Biescas,2016,533.0,2.76,578.0,925.0
50050,Bijuesca,2016,37.0,2.71,40.0,1240.0
22060,Binaced,2016,606.0,2.52,657.0,365.0
22061,Binéfar,2016,3613.0,2.6,3919.0,808.0
50051,Biota,2016,385.0,2.52,418.0,347.0
22062,Bisaurri,2016,85.0,2.17,92.0,711.0
22063,Biscarrués,2016,80.0,2.44,87.0,852.0
50052,Bisimbre,2016,44.0,2.34,48.0,592.0
44042,Blancas,2016,65.0,2.25,71.0,873.0
22064,Blecua y Torres,2016,66.0,3.04,72.0,637.0
44043,Blesa,2016,37.0,2.72,40.0,478.0
22066,Boltaña,2016,340.0,2.82,369.0,376.0
22067,Bonansa,2016,33.0,2.42,36.0,578.0
50053,Boquiñeni,2016,341.0,2.5,370.0,939.0
22068,Borau,2016,39.0,2.36,42.0,478.0
50054,Bordalba,2016,26.0,2.27,28.0,706.0
44044,Bordón,2016,49.0,2.32,53.0,1139.0
50055,Borja,2016,1720.0,2.88,1866.0,374.0
50056,Botorrita,2016,176.0,2.78,191.0,1258.0
50057,Brea de Aragón,2016,639.0,2.65,693.0,661.0
44045,Bronchales,2016,162.0,2.57,176.0,350.0
22069,Broto,2016,177.0,3.0,192.0,1056.0
50058,Bubierca,2016,31.0,2.26,34.0,858.0
44046,Bueña,2016,22.0,2.41,24.0,1023.0
50059,Bujaraloz,2016,405.0,2.46,439.0,920.0
50060,Bulbuente,2016,79.0,2.87,86.0,747.0
44047,Burbáguena,2016,83.0,3.07,90.0,821.0
50061,Bureta,2016,100.0,2.36,108.0,406.0
50062,Burgo de Ebro (El),2016,808.0,2.95,877.0,779.0
50063,Buste (El),2016,22.0,2.94,24.0,474.0
50064,Cabañas de Ebro,2016,216.0,2.35,234.0,530.0
50065,Cabolafuente,2016,14.0,2.5,15.0,1136.0
44048,Cabra de Mora,2016,27.0,2.48,29.0,1101.0
50066,Cadrete,2016,1202.0,3.04,1304.0,761.0
44049,Calaceite,2016,450.0,2.31,488.0,1169.0
44050,Calamocha,2016,1517.0,2.88,1646.0,996.0
44051,Calanda,2016,1570.0,2.45,1703.0,505.0
50067,Calatayud,2016,7160.0,2.82,7767.0,441.0
50068,Calatorao,2016,1118.0,2.53,1213.0,803.0
50069,Calcena,2016,27.0,2.66,29.0,558.0
22072,Caldearenas,2016,74.0,2.91,80.0,1250.0
50070,Calmarza,2016,25.0,2.84,27.0,771.0
44052,Calomarde,2016,27.0,2.95,29.0,344.0
44053,Camañas,2016,59.0,2.2,64.0,1048.0
44054,Camarena de la Sierra,2016,46.0,2.76,50.0,641.0
44055,Camarillas,2016,41.0,2.27,44.0,1153.0
44056,Caminreal,2016,253.0,2.52,274.0,405.0
50071,Campillo de Aragón,2016,54.0,2.65,59.0,323.0
22074,Campo,2016,146.0,2.5,158.0,944.0
22075,Camporrélls,2016,53.0,2.62,57.0,732.0
22076,Canal de Berdún,2016,118.0,3.07,128.0,1146.0
22077,Candasnos,2016,140.0,2.27,152.0,667.0
22078,Canfranc,2016,196.0,2.77,213.0,885.0
44059,Cantavieja,2016,284.0,2.51,308.0,930.0
44060,Cañada de Benatanduz,2016,18.0,2.32,20.0,456.0
44061,Cañada de Verich (La),2016,41.0,2.29,44.0,617.0
44062,Cañada Vellida,2016,12.0,2.91,13.0,549.0
44063,Cañizar del Olivar,2016,32.0,2.98,35.0,389.0
22079,Capdesaso,2016,56.0,2.99,61.0,995.0
22080,Capella,2016,119.0,3.06,129.0,964.0
50072,Carenas,2016,73.0,2.35,79.0,383.0
50073,Cariñena,2016,1370.0,2.47,1486.0,880.0
22081,Casbas de Huesca,2016,106.0,2.77,115.0,371.0
44064,Cascante del Río,2016,28.0,2.62,30.0,1103.0
50074,Caspe,2016,3770.0,2.53,4090.0,604.0
50075,Castejón de Alarba,2016,34.0,2.49,37.0,407.0
50076,Castejón de las Armas,2016,34.0,2.71,37.0,1103.0
22083,Castejón de Monegros,2016,203.0,2.68,220.0,1176.0
22084,Castejón de Sos,2016,322.0,2.3,349.0,545.0
44065,Castejón de Tornos,2016,25.0,2.53,27.0,829.0
50077,Castejón de Valdejasa,2016,85.0,2.66,92.0,416.0
22082,Castejón del Puente,2016,122.0,2.67,132.0,1204.0
